duration_s,n_caller,n_agent,turn_caller_mean,turn_caller_std,turn_caller_cv,caller_speech_ratio,agent_speech_ratio,barge_in,barge_rate,agent_barge,overlap_s,overlap_rate,lat_mean,lat_med,lat_p90,lat_std,first_latency,silence_fill,silence_fill_rate,caller_gap_mean,anon_id,label,split
102.54,16.0,13.0,1.814999999999999,1.602864623104521,0.8831210044653013,0.28320655354008173,0.48839477277160137,3.0,0.1875,3.0,2.6799999999999944,0.026136141993368386,2.5900000000000007,1.189999999999996,6.7799999999999985,3.284334026861459,0.11999999999999966,2.0,0.125,4.676000000000001,call_16581bcbc272,human,train
163.94,38.0,14.0,1.8673684210526333,2.247091317811031,1.2033465343407426,0.4328412833963649,0.519702330120776,26.0,0.6842105263157895,2.0,24.02000000000006,0.14651701842137405,9.080588235294114,7.5,18.653999999999982,7.454924129166321,0.6999999999999993,9.0,0.23684210526315788,2.4816216216216205,call_1761edbd6952,human,train
142.42,19.0,16.0,1.5231578947368432,1.5201282931716076,0.9980109734022296,0.20320179750035122,0.5139727566353038,4.0,0.21052631578947367,1.0,1.8000000000000025,0.012638674343491101,4.651578947368423,3.6199999999999974,6.808000000000001,2.319930269273977,3.0599999999999996,1.0,0.05263157894736842,5.6644444444444435,call_181a5049ecae,synthetic,val
135.2,16.0,20.0,1.8150000000000006,1.6422926048667454,0.9048444103949007,0.2147928994082841,0.5988165680473372,5.0,0.3125,1.0,4.040000000000004,0.02988165680473376,2.427999999999998,1.2399999999999949,6.000000000000001,2.141809826603038,1.9799999999999995,2.0,0.125,6.559999999999999,call_185e958a253b,human,val
117.22,14.0,18.0,1.3300000000000014,1.4310385838863418,1.0759688600649175,0.1588466132059377,0.5929022351134619,6.0,0.42857142857142855,1.0,2.84,0.02422794744924074,3.3071428571428574,2.0600000000000023,5.4840000000000035,2.864647643681328,1.8999999999999995,1.0,0.07142857142857142,4.616923076923076,call_186e9d6ee732,synthetic,train
195.84,46.0,17.0,1.9973913043478262,2.735211966019236,1.3693921466791996,0.4691584967320262,0.4260620915032679,22.0,0.4782608695652174,6.0,18.919999999999995,0.09660947712418298,12.975652173913044,8.749999999999996,33.56,13.210845289773147,0.8200000000000003,17.0,0.3695652173913043,2.2097777777777776,call_189410107163,synthetic,train
140.96,13.0,14.0,2.6969230769230785,2.0176733920929224,0.7481390215974894,0.24872304199773002,0.5302213393870598,3.0,0.23076923076923078,2.0,1.9000000000000092,0.013479001135073845,4.4799999999999995,3.039999999999999,6.767999999999999,3.5521001371886154,1.8999999999999995,1.0,0.07692307692307693,7.961666666666663,call_18bd3c505fd5,synthetic,train
127.68,12.0,17.0,2.536666666666667,2.066056361498612,0.8144768836394002,0.23840852130325815,0.573778195488722,4.0,0.3333333333333333,0.0,1.7400000000000035,0.013627819548872207,3.778181818181819,1.1799999999999997,12.58,4.951278656122932,1.4800000000000004,1.0,0.08333333333333333,8.183636363636364,call_198ef413fe4a,human,val
140.08,10.0,11.0,3.3500000000000028,2.309740245135804,0.6894747000405379,0.23914905768132513,0.5097087378640777,0.0,0.0,0.0,0.0,0.0,3.4739999999999958,2.679999999999996,5.406000000000001,1.7678925306703486,3.8000000000000007,0.0,0.0,10.419999999999996,call_1a2f3635b411,synthetic,train
178.06,16.0,18.0,4.436250000000001,4.233959250807686,0.9544005073671874,0.39862967539031796,0.40222396944850036,2.0,0.125,2.0,2.5,0.014040211164775917,3.3187500000000005,2.2900000000000063,8.069999999999997,3.6111180315104616,2.1400000000000006,1.0,0.0625,5.031999999999999,call_1ad99899456c,synthetic,train
162.4,7.0,15.0,7.771428571428571,4.885030862810618,0.6285885301410722,0.33497536945812806,0.4549261083743843,0.0,0.0,0.0,0.0,0.0,2.614285714285716,2.6400000000000006,3.1600000000000024,0.4194846206224681,1.9399999999999995,0.0,0.0,16.256666666666668,call_1ba56b3cce45,synthetic,train
163.7,12.0,16.0,3.373333333333331,1.6471456793158539,0.4882842922873088,0.24728161270616963,0.5462431276725715,0.0,0.0,0.0,0.0,0.0,3.8166666666666664,1.5200000000000031,10.298000000000009,4.442205408227865,1.62,0.0,0.0,9.752727272727274,call_1bf0aa4d4324,human,train
144.78,17.0,23.0,1.6529411764705895,1.672883262007393,1.0120646069083865,0.1940875811576186,0.6017405719021963,6.0,0.35294117647058826,1.0,3.0800000000000316,0.0212736565824011,2.1364705882352952,1.2999999999999972,5.383999999999999,2.268435431736702,0.7999999999999998,1.0,0.058823529411764705,7.046249999999999,call_1c1c0cce9fb5,human,val
117.46,32.0,6.0,1.5425,1.4622991315049052,0.9480059199383503,0.42022816277881836,0.1612463817469777,4.0,0.125,3.0,5.540000000000004,0.04716499233781716,16.560000000000002,15.130000000000003,32.276,12.24289896225563,0.43999999999999995,13.0,0.40625,1.8993548387096777,call_1cc930924760,synthetic,train
105.82,11.0,11.0,2.801818181818184,2.2403644921867603,0.7996109478927431,0.2912492912492915,0.5014175014175015,2.0,0.18181818181818182,2.0,2.940000000000005,0.027783027783027832,3.3490909090909082,1.9200000000000017,2.7799999999999994,4.363412873064665,1.58,3.0,0.2727272727272727,6.499999999999997,call_1ee2936b46a7,synthetic,train
142.98,25.0,18.0,1.6111999999999989,1.0462899024648946,0.6493854906063153,0.28171772275842755,0.49447475171352634,5.0,0.2,3.0,3.2800000000000082,0.022940271366624763,3.9176000000000015,2.4800000000000004,8.840000000000003,3.8349605265243594,1.3199999999999994,2.0,0.08,3.8933333333333344,call_224586045e67,human,train
205.3,13.0,23.0,2.3938461538461513,1.3672518110402714,0.5711527488278775,0.15158304919629795,0.5244033122260107,0.0,0.0,0.0,0.0,0.0,3.9076923076923062,3.819999999999993,6.188,2.338000966789804,4.459999999999999,0.0,0.0,11.645000000000003,call_22d0f235a47e,human,train
160.02,18.0,15.0,1.9200000000000006,1.7316530317076282,0.9019026206810561,0.21597300337457823,0.5550556180477438,4.0,0.2222222222222222,1.0,3.140000000000007,0.01962254718160234,2.4312500000000012,1.6600000000000037,5.290000000000003,2.131630464574008,0.5800000000000001,1.0,0.05555555555555555,7.337647058823529,call_22eacbc23d18,human,train
201.32,13.0,18.0,3.946153846153846,3.0282199352641737,0.767385168780395,0.2548181998807868,0.5932843234651303,3.0,0.23076923076923078,1.0,2.999999999999986,0.014901649115835415,3.0769230769230758,1.240000000000002,7.8359999999999905,3.823947586974613,1.3800000000000008,0.0,0.0,11.079999999999998,call_23991b635849,human,train
155.72,47.0,17.0,1.2982978723404262,1.2021387308848097,0.9259344534838746,0.3918571795530441,0.48253275109170307,24.0,0.5106382978723404,3.0,21.400000000000027,0.13742614949910112,7.06127659574468,5.359999999999999,16.015999999999988,6.993810521049727,0.2999999999999998,15.0,0.3191489361702128,1.9721739130434777,call_24e1989c4d6d,synthetic,train
138.18,11.0,18.0,2.0909090909090904,1.801501669292264,0.8615877548789092,0.16644955854682292,0.54363873208858,2.0,0.18181818181818182,2.0,2.539999999999992,0.018381820813431697,3.612727272727271,3.059999999999988,5.32,1.1655750894971115,3.66,1.0,0.09090909090909091,7.896000000000001,call_253156878935,synthetic,train
210.16,10.0,18.0,4.806,2.4027492586618333,0.4999478274369191,0.22868290826037307,0.5292158355538641,0.0,0.0,2.0,1.3400000000000034,0.006376094404263435,3.4539999999999984,3.3500000000000014,4.358000000000009,0.6990307575493391,3.6599999999999993,0.0,0.0,13.815555555555555,call_26be2ced1f65,synthetic,train
190.68,18.0,17.0,3.4988888888888883,2.117361798950363,0.605152625930558,0.330291588000839,0.36993916509335,1.0,0.05555555555555555,1.0,1.1800000000000068,0.0061883784350745055,9.168888888888887,7.109999999999994,16.486,6.033422548961825,5.08,0.0,0.0,6.685882352941177,call_2741c273bfcc,synthetic,train
134.12,10.0,13.0,2.107999999999999,1.0052740919769108,0.4768852428732975,0.15717268118103184,0.5524903071875932,0.0,0.0,1.0,0.4800000000000004,0.003578884580972267,3.0540000000000007,2.3800000000000026,4.243999999999998,1.687271169670127,2.1399999999999997,0.0,0.0,10.766666666666667,call_290aacdf95ca,synthetic,train
162.9,11.0,13.0,3.7472727272727284,2.2728799948687066,0.6065424537495334,0.2530386740331492,0.5354205033763046,0.0,0.0,1.0,0.3199999999999932,0.0019643953345610385,2.0309090909090894,1.9000000000000004,2.200000000000003,0.4288982618387081,1.9000000000000004,0.0,0.0,11.067999999999998,call_29a23dea3118,synthetic,train
161.54,27.0,17.0,1.3074074074074071,1.289273676066095,0.9861300071893646,0.2185217283644917,0.636870125046428,15.0,0.5555555555555556,0.0,6.539999999999989,0.040485328711155066,5.46,4.760000000000019,12.836000000000002,4.924199833475483,0.33999999999999986,6.0,0.2222222222222222,4.555384615384615,call_29e423c5b8aa,human,train
140.12,9.0,9.0,5.402222222222222,4.389304621660295,0.8124998271275742,0.346988295746503,0.45132743362831856,0.0,0.0,1.0,0.6600000000000108,0.004710248358549891,5.333333333333335,2.9000000000000057,10.504000000000003,5.693551908372607,2.4399999999999995,1.0,0.1111111111111111,10.075000000000001,call_29f2b21b3d8a,synthetic,train
187.52,19.0,19.0,2.356842105263158,1.908785926161276,0.8098913040880804,0.23880119453924914,0.5454351535836177,4.0,0.21052631578947367,1.0,2.3999999999999986,0.01279863481228668,4.055789473684211,1.6600000000000001,9.255999999999998,4.117181350325508,1.5399999999999991,3.0,0.15789473684210525,6.931111111111111,call_29fddbedd6a4,human,train
162.74,12.0,18.0,2.523333333333331,1.6810876109101371,0.6662170188547445,0.18606365982548836,0.5411085166523287,0.0,0.0,1.0,0.47999999999998977,0.002949489984023533,3.2916666666666665,2.960000000000001,5.632000000000003,1.601030050380762,5.0200000000000005,0.0,0.0,7.821818181818182,call_2a34be1bd407,human,train
114.32,6.0,12.0,3.0799999999999987,4.529665182622957,1.4706705138386231,0.16165150454863536,0.5855493351994402,2.0,0.3333333333333333,0.0,1.239999999999994,0.010846745976207085,5.593333333333334,1.6999999999999966,13.720000000000002,8.869683697228943,1.3199999999999998,1.0,0.16666666666666666,18.016000000000002,call_2cd6a0b37e59,synthetic,train
149.2,12.0,18.0,3.1266666666666674,1.611010724841879,0.5152486326786392,0.2514745308310993,0.5698391420911525,1.0,0.08333333333333333,0.0,1.2199999999999989,0.008176943699731896,3.9049999999999994,1.8300000000000054,8.138000000000005,3.204685371972314,1.2400000000000002,0.0,0.0,6.65090909090909,call_2d2c74bdeb7b,human,train
172.18,56.0,8.0,1.5617857142857152,1.579467707740781,1.0113216514233214,0.5079567894064354,0.3721686607039144,18.0,0.32142857142857145,3.0,25.559999999999974,0.14844929724706687,13.282545454545458,11.540000000000006,29.952000000000016,10.320501788044261,0.8599999999999999,10.0,0.17857142857142858,1.4687272727272722,call_2d4374d86df7,synthetic,val
128.02,10.0,11.0,3.7700000000000005,3.1714129343243855,0.8412235900064682,0.29448523668176846,0.48664271207623805,2.0,0.2,1.0,1.9000000000000057,0.014841431026402167,3.6199999999999988,1.8900000000000006,7.695999999999998,3.879144235524117,1.7800000000000011,1.0,0.1,7.884444444444444,call_30c4f6565eec,synthetic,train
132.66,15.0,16.0,1.7613333333333325,0.7053497162558594,0.4004635027947727,0.1991557364691692,0.523594150459822,0.0,0.0,3.0,1.359999999999994,0.010251771445801252,3.965333333333335,2.6399999999999935,7.756000000000005,2.799632991820337,2.4799999999999986,0.0,0.0,6.755714285714288,call_312805f2b67f,synthetic,train
140.2,20.0,18.0,1.9119999999999984,2.1672415647546077,1.1334945422356744,0.27275320970042777,0.5420827389443652,7.0,0.35,2.0,7.000000000000007,0.04992867332382316,3.2860000000000014,1.8199999999999985,10.354000000000003,3.667730088215325,1.3399999999999999,6.0,0.3,4.584210526315791,call_3332ecee2806,human,train
147.0,14.0,15.0,2.07857142857143,2.01282267029185,0.968368294985769,0.19795918367346954,0.5862585034013602,4.0,0.2857142857142857,0.0,2.4800000000000217,0.016870748299319876,4.026153846153848,1.339999999999999,12.568000000000003,4.7485536882484,1.339999999999999,0.0,0.0,8.28153846153846,call_349b9fddaff0,human,train
223.36,60.0,17.0,1.3029999999999993,1.661336108879437,1.2750085256173738,0.35001790830945534,0.6418338108882523,38.0,0.6333333333333333,2.0,26.639999999999983,0.11926934097421195,7.484561403508774,6.1399999999999935,16.404000000000003,6.686765160853569,0.7999999999999989,14.0,0.23333333333333334,2.4396610169491533,call_34f4c668dbe8,human,train
99.7,9.0,11.0,3.000000000000001,3.4910679677651006,1.1636893225883664,0.2708124373119359,0.4812437311935808,1.0,0.1111111111111111,1.0,0.8000000000000043,0.008024072216649993,3.9933333333333314,1.6199999999999974,6.584000000000003,6.3135973193664405,1.5000000000000009,1.0,0.1111111111111111,7.022499999999999,call_35966c559fcc,human,train
158.96,35.0,19.0,1.1182857142857152,1.1684360382623438,1.0448457163817577,0.24622546552591865,0.6273276295923502,15.0,0.42857142857142855,3.0,9.600000000000012,0.06039255158530455,3.9662857142857164,2.3599999999999994,9.104000000000006,3.394775048902807,1.4600000000000009,8.0,0.22857142857142856,3.250588235294117,call_36640e327eaf,human,train
142.92,10.0,15.0,3.954000000000002,1.684471430449326,0.4260170537302289,0.2766582703610413,0.4717324377274,0.0,0.0,2.0,0.9800000000000111,0.006856982927511973,3.0699999999999994,2.9700000000000006,3.6359999999999975,0.8913472948295753,3.16,1.0,0.1,10.182222222222219,call_36d72e4b1aef,synthetic,val
149.34,13.0,14.0,3.706153846153843,3.4893983137091094,0.9415146965176102,0.3226195259140214,0.4668541582965048,4.0,0.3076923076923077,1.0,2.359999999999996,0.015802865943484637,4.310769230769231,2.240000000000002,10.404,3.3613698250254638,1.7400000000000002,3.0,0.23076923076923078,7.591666666666669,call_373750027ccd,synthetic,train
116.3,36.0,11.0,1.2038888888888888,1.154689178422242,0.9591326816612994,0.37265692175408427,0.3814273430782459,11.0,0.3055555555555556,5.0,13.200000000000006,0.11349957007738613,9.306666666666668,7.439999999999998,22.85000000000001,8.408556488614574,0.8399999999999999,13.0,0.3611111111111111,1.854857142857143,call_374f870c8124,synthetic,train
143.74,10.0,18.0,4.184000000000002,3.9617854560791157,0.9468894493496927,0.2910811186865174,0.4588840962849592,5.0,0.5,1.0,4.02000000000001,0.027967162933073674,4.581999999999999,3.729999999999997,5.759999999999999,2.446147174640154,3.959999999999999,0.0,0.0,6.98222222222222,call_37e63dcc8185,synthetic,train
165.2,11.0,15.0,3.6345454545454543,2.6306043676012894,0.7237780901354224,0.24200968523002422,0.47736077481840195,0.0,0.0,1.0,0.9200000000000017,0.005569007263922529,4.783636363636365,3.66,6.660000000000004,2.3973594289144375,3.66,0.0,0.0,11.254000000000001,call_387c5493a07f,synthetic,train
191.22,14.0,15.0,4.725714285714288,4.08511883772888,0.8644447359160261,0.34598891329358866,0.41250915176236813,0.0,0.0,2.0,0.9399999999999977,0.00491580378621482,6.004285714285713,4.369999999999997,9.954000000000006,4.331045261969043,4.579999999999999,0.0,0.0,8.619999999999997,call_39880aff21ed,synthetic,train
167.38,25.0,13.0,2.161599999999998,1.2991310326522114,0.6010043637362197,0.32285816704504694,0.4660054964750865,2.0,0.08,0.0,1.259999999999991,0.007527781096905191,6.348000000000002,4.320000000000007,13.544000000000002,5.816929774374106,1.419999999999999,0.0,0.0,4.307500000000001,call_3adbf4ac0f30,human,train
122.96,11.0,13.0,1.872727272727272,1.2108981708489324,0.6465961106474885,0.16753415744957703,0.5829538061158098,1.0,0.09090909090909091,0.0,0.7999999999999998,0.006506180871828236,1.3000000000000018,1.25,1.5360000000000003,0.30186089511561304,2.04,1.0,0.09090909090909091,9.552000000000001,call_3b1bf9fab29d,human,train
156.28,21.0,21.0,1.228571428571428,0.9127159142559407,0.7429083023013474,0.16508830304581512,0.6437164064499614,10.0,0.47619047619047616,1.0,7.499999999999983,0.04799078576913222,3.7499999999999987,1.6199999999999974,8.11600000000001,3.9919193378624276,0.2400000000000002,2.0,0.09523809523809523,6.411000000000001,call_3b9afdd4a2df,human,val
211.9,27.0,24.0,2.051111111111109,1.6099536071837437,0.7849177933181858,0.26134969325153345,0.6180273714016046,12.0,0.4444444444444444,2.0,12.479999999999979,0.058895705521472295,5.356153846153848,3.3099999999999996,13.610000000000007,5.166453981752102,0.9399999999999995,3.0,0.1111111111111111,5.573846153846157,call_3ca96b2dd5c4,human,train
139.64,14.0,14.0,2.9428571428571457,2.9538725878592187,1.0037431123793452,0.29504439988542,0.4531652821541106,1.0,0.07142857142857142,2.0,2.0599999999999916,0.014752219994270925,4.435714285714284,2.2200000000000024,10.684000000000005,4.8610297472944595,1.6600000000000001,1.0,0.07142857142857142,6.746153846153844,call_3cd08cbaf55c,synthetic,train
146.1,21.0,22.0,1.6323809523809532,1.2983282465646602,0.7953586107893189,0.2346338124572212,0.5463381245722111,4.0,0.19047619047619047,3.0,3.820000000000018,0.026146475017111693,4.124761904761902,1.4800000000000004,13.599999999999994,4.854527213552332,1.4800000000000004,1.0,0.047619047619047616,5.116999999999999,call_3d69be34ef44,human,train
174.14,22.0,17.0,2.3063636363636353,1.3809533777086622,0.5987578697199563,0.29137475594349366,0.47995865395658677,0.0,0.0,2.0,0.5999999999999943,0.0034455036177787664,4.434545454545454,1.8500000000000014,12.242000000000006,4.972923712257598,1.3800000000000008,1.0,0.045454545454545456,5.42952380952381,call_3f3ac4984431,human,train
124.76,13.0,15.0,1.5492307692307685,1.0342032350369759,0.6675591884548506,0.16142994549535097,0.5193972427059956,0.0,0.0,0.0,0.0,0.0,2.8000000000000016,2.5400000000000063,3.964000000000003,1.1196428001822736,3.4000000000000004,1.0,0.07692307692307693,5.776666666666667,call_415d987a1504,synthetic,train
77.18,8.0,12.0,1.6199999999999994,1.578321893657946,0.97427277386293,0.1679191500388701,0.6312516195905675,3.0,0.375,0.0,2.799999999999997,0.036278828712101543,2.465000000000001,1.740000000000002,3.8280000000000034,2.1127174444302765,1.7199999999999989,0.0,0.0,5.331428571428573,call_41fc5fd779c9,synthetic,train
141.78,17.0,14.0,2.57176470588235,1.949637176786304,0.7580931382746389,0.3083650726477638,0.43673296656792226,2.0,0.11764705882352941,3.0,3.0800000000000107,0.021723797432642196,5.12705882352941,3.539999999999999,8.575999999999993,2.961779601574787,3.1799999999999997,0.0,0.0,5.3712500000000025,call_450b4e13468b,synthetic,train
133.3,20.0,20.0,1.852000000000001,2.034909334589627,1.0987631396272277,0.2778694673668418,0.4973743435858965,4.0,0.2,5.0,2.8999999999999932,0.021755438859714878,3.607,2.5,6.775999999999996,2.45191578158794,1.620000000000001,1.0,0.05,3.8547368421052615,call_4789ebd9b148,synthetic,train
145.9,13.0,23.0,2.196923076923077,1.4503866042456228,0.660189980924128,0.1957505140507197,0.5746401644962302,3.0,0.23076923076923078,0.0,1.3200000000000003,0.009047292666209735,1.6230769230769204,1.259999999999991,2.6720000000000006,0.8905260728302878,1.42,1.0,0.07692307692307693,8.45,call_47bef2f628eb,human,val
